동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
“이런 대통령 필요 없습니다! 정의당은 끝까지 싸우겠습니다.” ㅣ정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-24T11:11:15Z,58,"윤석열이  대통령이  되면  안  되는  이유가 
어디 있느냐고 했던 게  누구더라 
국민들은 지금의 이런 사태를  예상해서 
단일화를  절실히  기대했는데 
정의당  뭐했지 ?  
김건희  감싸느라  특검  반대한 니들의 
겉 다르고  속 다른  이중성 
국민들한테는 정의당 니들이나  
윤석열이나 마찬가지야
강서구청 후보를 낸다고  웃기고 자빠졌네 !",eunkyung kim,2023-08-25T22:14:02Z,0
“이런 대통령 필요 없습니다! 정의당은 끝까지 싸우겠습니다.” ㅣ정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-24T11:11:15Z,58,"안 부끄러워요?
니들 다 합친 것보다 
용해인 의원 한 분이 백배는 낫습디다.
...
니들은,
데모질로 노동자 피빨아 생존하지 마시고,
공공근로라도 나가서 잡초도 뽑고,
청소도 해 가면서 
연명하시는게 애국입니다.",초희진,2023-08-25T10:09:59Z,2
“이런 대통령 필요 없습니다! 정의당은 끝까지 싸우겠습니다.” ㅣ정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-24T11:11:15Z,58,"그런 대통령 만든게...
씹쌍정이십니다. 
그 비열한 뇬의 아집으로 
그딴 넘이 돼똥이 됐습니다.
그러니....
그런 주장을 하시려거든...
정의당 딱지를 떼고 하세요..",초희진,2023-08-25T10:01:58Z,0
“이런 대통령 필요 없습니다! 정의당은 끝까지 싸우겠습니다.” ㅣ정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-24T11:11:15Z,58,일본 방류에 정의당도 일말의 책임이 있는 것 같은데요?? 저번 대선에서 정의당 대선 후보가 윤석열이 대통령 되면 안되는 이유가 있냐고 반문한 것을 보면서 정의없당은 죽은 것을 깨달았습니다.,SeongYun Jeong,2023-08-24T22:05:57Z,3
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,공정과 정의 신뢰를 짓밟아 버린 윤썩열-거니의 한패거리에 불과한 심상정과 당정 대표자들은  더 이상 서민 노동자의 대표진보가 아니고 늙은 실속파 여우들로 퇴색 되어 버린거다.,News letter,2023-10-03T03:58:44Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,되봤자 예산도 못 따올 것들이. 상정이 지역구 고양 봐라 돈 주던?,aaBDBLOCKbb,2023-10-02T12:12:38Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,기본소득당 정의당열 안부러워 정의없는  정믜썩은당,송일호,2023-10-02T01:07:24Z,1
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,"예전 장혜영의원과 노동자 관련 채팅을한적있었는데 요즘왜 여성인권과성소수자관련 정책만계속내냐니 화를내면서 그분들도 노동자예요!! 하고 느낌표두개찍던
장혜영의원.. 누가 그걸몰라서 물어본겁니까?? 질문의본질을 모르는 폐미.성소수자정당 예전 정의당원이였지만 탈당하고 지금은 비례대표에도 투표도안할겁니다.",김밴드,2023-09-26T03:42:02Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,"창세기 1장 27절
이렇게 하나님께서 자신의 형상대로 사람을 창조하시되 하나님의 형상대로 그를 창조하시고 남성과 여성으로 그들을 창조하시니라.",기독교,2023-09-25T06:14:32Z,1
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,이번에 선거자금 어떻게 모우셨어요. ㅎ,조원희,2023-09-25T04:52:16Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,"지랄들 한다
국짐과 어울릴려면 열심히 해라 모질이들아",김태완,2023-09-24T15:31:15Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,ㅎㅎ 그냥 웃쟈…다음에 없어질당…머가ㅜ정의당이야,유진영,2023-09-24T10:44:07Z,3
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,"될것 같냐? ㅋㅋ
노란색 그만써라!
어디서 노무현전대통령의 색을 써먹냐?
1프로 예상한다",🍑엉덩이🍑,2023-09-24T01:56:03Z,1
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,"꺼져~국힘당 밀정들아
노회찬 보낼때도 의리없더만 역시 개쌍것들이야. 권력 기생충들",최부스터,2023-09-24T01:26:39Z,0
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,정의당 당원이였다는게 부끄럽다,go go re,2023-09-24T01:13:42Z,3
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,권수정 외에는 서민적이지 않아서 이번에는 정의당으로 결정했습니다 가족들도 찍으러 갈게요.,민중총궐기,2023-09-23T09:40:15Z,1
"친환경 녹색교통 1번지, 강서구에서부터 시작합니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서3호공약 #대중교통공약 #강서구",2023-09-23T06:46:35Z,25,정의당 또 고추가루뿌리러 나았네.,우물쭈물,2023-09-23T08:08:39Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의당   꺼져라 꺼져,원종례,2023-10-01T10:39:57Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"꺼지세요 정의당이랑 같이!
기본소득당 화이팅! 민주당 화이팅 진교훈 구청장님 화이팅!",Bin yi,2023-09-28T13:24:27Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의없당 니들이 전세사기 다 물어줘,morning,2023-09-28T11:45:41Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,꺼지세요,이다전,2023-09-28T05:10:11Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"하아~~니들은 좀꺼져라
정의당이 있냐??",승태 김,2023-09-27T21:53:34Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의당은 도대체  누구를  위하는건지  도저히  모르겠다.  너무  싫다,YC SUNG,2023-09-26T07:50:21Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"아 국힘당에게 지령받았니..,  표분산시킬려고...  사퇴해라..  국민여러분 정의당에는 한표도 주지마세요....",성창현,2023-09-25T19:53:57Z,2
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,지랄하네.. 정의당 국힘당이랑 손잡은거 아니였니?  뒷거래해서 국힘당 2중대로 갔으면서 뭘 더 원해 국힘당에게 의원자리 달라고해.. 니들은 도대가 정체성이 뭐야..  모두 국민은 관심없고 하나같이 관종들 뿐이다...,성창현,2023-09-25T19:51:54Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의당 니들은 뭐 다르냐? 이번 선거는 각오하는게 좋을거다,MANIAC,2023-09-25T16:10:18Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,gr gr 그만하자,밝은달,2023-09-25T16:04:14Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의당은 뭐가 정의냐? 나대지 마라!!!,봉봉,2023-09-25T15:32:27Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,절레절레,sgh5526,2023-09-25T12:53:05Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,사람은 똑똑해 보이는데 당이 맛탱이가 가서 안되겠다. 차라리 기본소득당으로 출마하시느게...,Robin Kim,2023-09-25T12:51:48Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,정의당 해체해라,유민오,2023-09-25T11:57:24Z,5
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"정의당도 심판 받겠지.
그게 정의다",형기우,2023-09-25T11:21:07Z,3
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,써근 정의당,종희 김,2023-09-25T10:47:24Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"반드시 떨어지길 기도드립니다.  
국힘 2중대는 더이상 기대하지 마세요. 
이름만 좋지요.  정의하고 아무 관련없음",보혜,2023-09-25T10:26:10Z,1
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,참 더럽네요.,보혜,2023-09-25T10:23:39Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,앗 메갈당이다.,김광섭,2023-09-25T09:10:53Z,0
대법원에서 형이 확정된 전 구청장이 다시 출마한다고 합니다ㅣ 강서구청장 후보 권수정 #권수정 #강서구청장 #정의당,2023-09-19T01:03:37Z,78,"정의당은 기냥 파이다
고생했단 말도 아깝다
하고 싶은 일도 없고 할수 있는 일도 없는 정의당은 역사의 뒤안길로",짱수출,2023-09-25T08:16:06Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,국짐 2  중대 해서  살림살이  많이 좋아 졌씁니꽈 ???,탐앤더슨,2023-10-10T00:45:38Z,1
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,당명교체!,벽강수,2023-10-09T15:32:02Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,정의당은 대체 맨날 져도 무슨 세금으로 나오냐 심상정 개인돈 ㄴ내냐?,곡모류,2023-10-09T11:30:05Z,3
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,민친 윤군주 5중대  뇬들  에이 퉤 퉤 퉤,은하수,2023-10-09T11:11:39Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,저뇬들 또 쥐롤이내,은하수,2023-10-09T11:07:43Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,GR들 하네 이번에는 정의당 폭망 기원,김태완,2023-10-09T11:03:33Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,국힘2중대 역할 확실히 하는구나. 사라져야될 정의당.,업장소멸,2023-10-09T09:53:35Z,4
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,"뻔⊙안녕하세요정의당유튜브당사자님
일일사「에바닷가주변집정의당성명김씨이씨최씨박씨등등이동님과함께모집배달소리가없는것처럼그러지마세요」개통및이동당사자님과유튜브개통및이동당사자님과보내야하지않겠서요?
소지하고계시는모집배달소리
>>>
국내외모든고속해안도로길운항노선시계표도착떡빵김밥서류문서「에언제징집생활기록부법원등기부등본병원헌혈접수주택가칭은행견본등함께모집배달소리가없는것같이그러지마세요」표시표지코로나일구잔돈수표그림일기만화애니메이션매거진게임오락실아이온스타크래프트티브이트위터네이트인스타그램틱톡카카오톡메신저이메일우편번호전화번호주소록신문중앙일보등성명김씨등등캠프파이어김치찌게국가일본등지역도쿄등드라마극장방송일일사스튜디오사진관경비실드론전철역지하철역비둘기호무궁화호새마을호역코레일역철도역주정차역부두항구항공사공항정류장터미널차고지톨게이트휴게소버스택시트럭코란도포터카니발페라리벤츠비엠더블유렌트카중고차견인차자동차번호판
<<<
하는당사자님다니는곳에모집배달소리가없는것처럼그러지마세요를하는당사자님께서는댓글께모집배달소리를남김없이뭐할건데이동에앞서보내고이동못해도되는데날잡는다며보내는것외바로이동못해도됩니다부모자식조상파이동쪽수와빨리보내도록하세요
※유튜브및드론
코로나일구경고문이메일「에인터넷구글등함께모집배달소리가없는것같이그러지마세요」고객센터댓글사용중지차단신고가이드라인좋아요구독녹화라이브채팅등하는당사자님께서는댓글께뭐할건데이동전에날잡는다며보내는것외지금이동못해도됩니다부모자식조상파쪽수와빨리보내도록하세요",신수연ᄉ,2023-10-09T06:49:14Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,정의는 내던전 씹새들아. 이제 니들한테는 비례표 절대 못준다.,MANIAC,2023-10-09T01:48:53Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,서구 성매매범죄 알콜중독 강도범 집단 빼고 온 세계가 팔레스틴을 지지하고 있습니다. 우리도 절세미인 의인들의 나라 팔레스틴요르단레바논이란을 지지해야 합니다,겸손과진실함이세계를살린다,2023-10-09T01:36:08Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,뭔정의?   이죄명당 들러리 정의당  민주당 쓰레기통이나  뒤질건가?,중곤 김,2023-10-09T00:37:45Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,인물은 합격점.,gaon2gaon,2023-10-08T22:02:31Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,정의없는 정의당 그따위로 행동하고 또 표달라고 하다니 정말 파렴치한것들이네,쓰레빠,2023-10-08T20:01:17Z,4
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,"윤석열 2중대
에라이  벌레들",오토코지겐,2023-10-08T19:59:40Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,이런당도있었나?,바이타민,2023-10-08T18:22:29Z,5
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,"민주당2중대 소리가 듣기싫어서 국힘2중대가 되기로 한 정의당
철새정치인은 봤어도 철새정당은 처음일세",르SSERA핌,2023-10-08T15:43:48Z,0
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,선거비용 날리것네,뚠뚜둔,2023-10-08T14:21:10Z,5
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,"이번선거로 정의당도 기로에 서게될거 같다
내년에 비례도 많이 힘들거 같고",happy viruses 해피 바이러스,2023-10-08T13:08:58Z,3
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,정신나간 댓글 많네 국짐2중대한테 응원을 보내는거 보니,Ssun C.,2023-10-08T12:23:56Z,5
"[생중계] ""모두 함께 화곡역에서!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ화곡역사거리",2023-10-08T17:45:37Z,30,정의당의 발악 ?,이종렬,2023-10-08T11:03:24Z,5
“저 노동자 후보 권수정이 최선두에 서겠습니다” ㅣ부패무능 정치 교체! 정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-17T12:40:45Z,42,응원합니다~!,ᄋᄋ,2023-08-25T10:05:50Z,0
“저 노동자 후보 권수정이 최선두에 서겠습니다” ㅣ부패무능 정치 교체! 정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-17T12:40:45Z,42,준비된 강서구청장 후보! 멀리서 응원합니다!,Yshsbxgkskw:;;,2023-08-21T11:18:18Z,0
“저 노동자 후보 권수정이 최선두에 서겠습니다” ㅣ부패무능 정치 교체! 정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-17T12:40:45Z,42,"진보 계열표 분열 시켜 달라는 국짐당의
특명과 지원으로 나왔지",빈곤탈출,2023-08-20T01:22:44Z,0
“저 노동자 후보 권수정이 최선두에 서겠습니다” ㅣ부패무능 정치 교체! 정의당 권수정 #정의당 #강서구청장 #권수정,2023-08-17T12:40:45Z,42,전환 권수정 ㅎㅇㅌ.. 생태사회주의로,전정국갓기,2023-08-17T14:11:25Z,2
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,기호4번 진보당 화이팅,무등산1,2023-10-04T13:01:28Z,0
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,니들만 없어져도 살만할듯.꺼져,철희유,2023-10-03T13:57:17Z,0
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,공정과 정의 신뢰를 짓밟아 버린 윤썩열-거니의 한패거리에 불과한 심상정과 당정 대표자들은  더 이상 서민 노동자의 대표진보가 아니고 늙은 실속파 여우들로 퇴색 되어 버린거다.,News letter,2023-10-03T03:57:40Z,0
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,분위기에서부터 페미가. ....윤석열 2중대,lee_jjang,2023-10-02T11:28:18Z,0
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,외모도 표독스럽네,김태완,2023-10-02T07:23:53Z,2
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,"사퇴해라 일본당하고 합쳐라 니들이 노동자당?  노동자죽이는 국짐당이중대자나
가면벗어라 재수음다",김사랑,2023-09-30T15:51:08Z,1
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,기호4번 .진보당..화이팅,백종업,2023-09-30T10:16:19Z,6
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,젤먼저가서  뭘했나,서부장,2023-09-29T02:14:07Z,0
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,"정이당권수젇은 사퇴해라 
정의당은 해산 하라
노회찬 대표가 없는 정의당은
국민의 힘 2중대가 됬다",박경환,2023-09-28T16:22:47Z,5
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,그건 구청장이 해결못해요....,데커드,2023-09-27T22:49:45Z,5
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,어떻게 무엇을? 정의없당 해답없당!,Citizen Woo,2023-09-27T22:26:16Z,8
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,"거대양당이 시민편인적이 있었나
항상 시늉만 했다
일하는 시민을 위한 정당, 정의당의 권수정이 강서에서 꼭 구청장 깃발을 꽂길 바랍니다!",Yshsbxgkskw:;;,2023-09-27T13:49:02Z,2
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,정의당은정의롭지못한지가오래되었음,kun ku bae,2023-09-27T13:28:18Z,5
전세사기로 고통받는 분들을 먼저 생각하고 해결하겠습니다ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거,2023-09-27T13:14:50Z,24,강서구가 이렇게 병들어가는데도 외면하는 큰당들 지금까지 서민들 위해 무얼 했나요 이젠 권수정 정의당만 남은것같네요 꼭 투표 할게요,민중총궐기,2023-09-27T13:18:33Z,2
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,정의당의  '정의' 사기!,jun,2023-10-07T04:23:55Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,정의당이 당이냐????해체가답이지....국민들 생각해주는 척하지말고 정치를 잘해야지. 너히들 때문에 지금 나라가이모양 인데....,kyung min choi,2023-10-06T14:08:44Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,좃까라 국짐2중대쓰레기야,동물학대범꼭처단,2023-10-04T17:00:31Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,지랄해요 정의당? 이름도바꾸고 윤석열 똥개당이라고해라,박용주,2023-10-01T13:15:39Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"정의당 권수정 사퇴 하세요
진보정당이고 말도 하시지 마시고
다시는 정의당에 투표 안할람니다",박경환,2023-09-28T16:19:41Z,2
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"니들은 벌써끝난 정당조무래기야 
심상정도 꺼져 배에 기름차니까 김문수가  부럽지",아싸가오리,2023-09-27T03:50:54Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,그냥없어져,아싸가오리,2023-09-27T03:49:23Z,1
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"정의당 없애라
당의 의미있냐?",러브다녤,2023-09-27T00:30:17Z,3
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,진보당도  싫지만  정의당은  더  싫다.  분노가  치민다,YC SUNG,2023-09-25T21:33:43Z,2
