동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,사전투표 최고치란다...ㅋㅋ 선관위 또 킹크랩질 하겠다는거구나...ㅎㅎ,GFOD,2023-10-09T08:36:07Z,1
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,NO정의💩당 사라질것이다.,Call🐍July,2023-10-09T07:22:12Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,"급여를 안받겠다는 후보 위험합니다
먹고 살아야되는것 기본이므로 다른곳에서  삥뜯을 확률과 위험성이 다분하다고 생각듭니다",김찬수,2023-10-09T02:00:53Z,1
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,한일전~ 꼭 대승해야합니다,chong won chang,2023-10-09T01:44:43Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,나라가 이상해지면 국민들은 더 현명한 선택을 합니다,레몬트리레몬트리,2023-10-09T00:54:05Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,22.6이모냐 더나와야하지 아직 강서구 정신못차렸다,Lee헬창,2023-10-09T00:53:47Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,후안무치 윤두창이 꼭 심판하자,아바돈,2023-10-08T23:56:48Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,친일 매국노정권 심판,김재욱,2023-10-08T23:49:55Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,뻔뻔스런놈 양심이란곤 털끝만큼도 없는 인간쓰레기 .,Hs Choi,2023-10-08T23:40:35Z,1
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,진교훈  70% 이상 표 받아서  압승해라!!!!!,벅이 뚜,2023-10-08T16:11:53Z,1
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,김태우는 거기 살지도 않는다던데?,신재혁,2023-10-08T15:40:31Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,전라도 진교훈이 당선되면 정권심판인겨 구청장후보 주제에 주둥이만 살아서 주절거리네 한심한것,태산,2023-10-08T14:15:05Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,김태우 개놈아 니가 있을곳은 깜빵이다 더럽고 야비한 범죄자놈아,낑깡,2023-10-08T13:27:58Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,태우 약빨앗나?  눈까리가맛이갓노 ??,이태수,2023-10-08T12:53:30Z,1
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,교훈으로삼자,전전형자,2023-10-08T12:27:28Z,0
강서구청장 사전투표율 역대 최고치…진교훈 “정권 심판” 김태우 “재정 확충” [9시 뉴스] / KBS  2023.10.07.,2023-10-07T15:11:53Z,543,강서구가 정직과 공정이 살아있는지  이번 구청장 선거를 통해알수있다,김시익,2023-10-08T12:21:19Z,3
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,원스트라이크 아웃 된거 아닌가?ㅋ,하빠Happa,2023-10-09T22:14:53Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,정의없는 정의당 그따위로 행동하고 또 표달라고 하다니 정말 파렴치한것들이네 국힘도 싫지만 니들은 더싫어,쓰레빠,2023-10-08T20:02:46Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,정의당도 사라져야지..,seongwoo,2023-10-08T18:27:49Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,국힘당 따까리가 정의당인건 안 변함,강가에서 릴레이,2023-10-08T05:30:27Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,그래 김태우 싫어하는건 대충 알겠는데 갸는 이미 처벌받지 않았나?,김학준,2023-10-08T00:46:49Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,미친놈 나라가망한다 탄핵으로 가자 도리도리 구속시켜라 투표로심판합시다,김재은,2023-10-07T18:26:39Z,1
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,정의당 또들놀이 하러나왔구나 2중대 대선에서 재미봤으면 한번으로족하지 또냐 곧없어질정당,등대,2023-10-07T14:55:37Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,정의당..이젠 놔주렵니다. 굿 바이..,야도란,2023-10-07T11:33:33Z,2
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,좋아요,관희 한,2023-10-06T10:54:12Z,1
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,"정의당?
정의없는당
노회찬😢😢😢😢😢의원님도 
지키지못한 정의당 
반드시 소멸할것이다",밝은달,2023-10-05T23:24:18Z,5
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,역시 권수정이다 화이팅,이상혁,2023-10-05T19:38:43Z,4
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,"사퇴해라 정의당아 민주당표갉아쳐먹는 바퀴벌레당아!   니들은 민주주의를 갉아먹는 바퀴벌레당이다 
극우들은 통합하는디 니들은 끝까지버티는 이유가 머냐
ㅇㅣ드러운것드라 😢😢
일본당도와주려고 버티냐
니들도 머처받고 지랄이냐",김사랑,2023-10-05T15:03:51Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,쓸만하게 생겼네,작자,2023-10-04T14:39:58Z,2
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,2찍 개돼지들을 선거로 몰살시켜야 한다.,허기주,2023-10-04T13:53:11Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,"노회찬 없당 패미 문신당
상정이 썩렬이 누나동생하던 동네동문",ᄀᄀ,2023-10-04T13:47:03Z,1
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,ㅋㅋㅋ,박기태,2023-10-04T13:19:49Z,0
"한동훈 장관도 인정한 잡범 수준의 범죄 행위, 원스트라이크 아웃 본인부터 적용돼야 되는 거 아닙니까? ㅣ강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구 #보궐선거",2023-10-04T01:57:05Z,381,정의당 국짐이랑 통합해야지?,끙차,2023-10-04T13:16:51Z,3
